arx,ary,arz,acx,acy,acz,vx,vy,vz,sx,sy,sz,t
0.40462,-0.0167594,9.72046,0.0100753,-0.00502418,-0.0369768,0,0,0,0,0,0,2946752
0.380678,0.0023942,9.71806,-0.0138668,0.0141294,-0.0393715,-3.20191e-06,7.68939e-06,-6.44761e-05,-2.70401e-09,6.49369e-09,-5.44501e-08,2948441
0.390255,-0.0047884,9.75637,-0.00428993,0.00694683,-0.0010643,-1.72824e-05,2.4034e-05,-9.58341e-05,-1.85896e-08,3.10952e-08,-1.78771e-07,2949992
0.399832,-0.00957681,9.74201,0.00528687,0.00215843,-0.0154295,-1.64734e-05,3.14229e-05,-0.000109219,-4.59824e-08,7.60985e-08,-3.45171e-07,2951615
0.395043,-0.0430956,9.81383,0.000498474,-0.0313604,0.0563965,-1.20302e-05,8.99583e-06,-7.77562e-05,-6.78732e-08,1.0714e-07,-4.88768e-07,2953151
0.387861,-0.0670376,9.83299,-0.00668415,-0.0553024,0.0755501,-1.68272e-05,-5.82112e-05,2.45684e-05,-9.02522e-08,6.89736e-08,-5.30015e-07,2954702
0.409408,-0.047884,9.75637,0.0148637,-0.0361488,-0.0010643,-1.00546e-05,-0.000133933,8.62426e-05,-1.1251e-07,-9.01216e-08,-4.38263e-07,2956358
0.392649,-0.0191536,9.74679,-0.00189573,-0.00741838,-0.0106411,1.70627e-07,-0.000168286,7.70129e-05,-1.20304e-07,-3.28421e-07,-3.09537e-07,2957935
0.378284,0.00957681,9.72525,-0.016261,0.021312,-0.0321884,-1.43093e-05,-0.000157205,4.28564e-05,-1.31579e-07,-5.88e-07,-2.13941e-07,2959530
0.349553,-0.0143652,9.74919,-0.0449914,-0.00262998,-0.00824642,-5.96054e-05,-0.00014339,1.29548e-05,-1.86239e-07,-8.1029e-07,-1.72668e-07,2961009
0.385466,0.00957681,9.75637,-0.00907835,0.021312,-0.0010643,-9.81571e-05,-0.00013007,6.31627e-06,-2.98724e-07,-1.00527e-06,-1.58928e-07,2962435
0.366313,-0.0191536,9.7851,-0.0282319,-0.00741838,0.0276661,-0.000127632,-0.000119094,2.73317e-05,-4.77098e-07,-1.20211e-06,-1.32346e-07,2964015
0.371101,-0.00718261,9.80904,-0.0234435,0.00455263,0.0516081,-0.000165045,-0.000121168,8.47262e-05,-6.88996e-07,-1.37606e-06,-5.12163e-08,2965463
0.368707,0.0047884,9.78271,-0.0258377,0.0165236,0.0252724,-0.000199986,-0.000106225,0.000139234,-9.47803e-07,-1.53728e-06,1.07572e-07,2966881
0.399832,-0.00957681,9.77792,0.00528687,0.00215843,0.020484,-0.000215717,-9.19242e-05,0.000174261,-1.26602e-06,-1.68896e-06,3.47552e-07,2968412
0.418985,-0.0311246,9.75398,0.0244405,-0.0193894,-0.00345802,-0.000194418,-0.00010427,0.00018646,-1.55989e-06,-1.82953e-06,6.06009e-07,2969845
0.423774,-0.011971,9.71567,0.0292289,-0.000235775,-0.0417652,-0.000155883,-0.000118361,0.00015399,-1.8114e-06,-1.98938e-06,8.50452e-07,2971281
0.414197,-0.0335188,9.74201,0.0196521,-0.0217836,-0.0154295,-0.000118929,-0.000135008,0.000110751,-2.01916e-06,-2.18093e-06,1.0506e-06,2972793
0.402226,0.0023942,9.76355,0.00768107,0.0141294,0.00611877,-9.996e-05,-0.00014032,0.000104289,-2.17107e-06,-2.37201e-06,1.19983e-06,2974181
0.40462,0.0191536,9.81862,0.0100753,0.0308888,0.0611849,-8.60746e-05,-0.000105115,0.00015692,-2.31655e-06,-2.56394e-06,1.4041e-06,2975745
