t,a,z,v,d
0.0,0.008,0.008,0.0,0.0
0.000999999996565748,0.008,0.008,0.0,0.0
0.0020000000004074536,0.008,0.008,0.0,0.0
0.0020000000004074536,0.008,0.008,0.0,0.0
0.0029999999969732016,0.008,0.008,0.0,0.0
0.008999999998195563,0.007,0.007,0.0,0.0
0.008999999998195563,0.007,0.007,0.0,0.0
0.010000000002037268,0.007,0.007,0.0,0.0
0.010999999998603016,0.007,0.007,0.0,0.0
0.01599999999598367,0.025,0.025,0.0,0.0
0.016999999999825377,0.025,0.025,0.0,0.0
0.017999999996391125,0.025,0.025,0.0,0.0
0.017999999996391125,0.025,0.025,0.0,0.0
0.01900000000023283,0.025,0.025,0.0,0.0
0.023999999997613486,-0.022,-0.022,0.0,0.0
0.023999999997613486,-0.022,-0.022,0.0,0.0
0.02500000000145519,-0.022,-0.022,0.0,0.0
0.02599999999802094,-0.022,-0.022,0.0,0.0
0.02599999999802094,-0.022,-0.022,0.0,0.0
0.0319999999992433,-0.022,-0.022,0.0,0.0
0.03299999999580905,0.052,0.052,0.0,0.0
0.033999999999650754,0.052,0.052,0.0,0.0
0.033999999999650754,0.052,0.052,0.0,0.0
0.03899999999703141,0.052,0.052,0.0,0.0
0.040000000000873115,-0.01,-0.01,0.0,0.0
0.040000000000873115,-0.01,-0.01,0.0,0.0
0.04099999999743886,-0.01,-0.01,0.0,0.0
0.04200000000128057,-0.01,-0.01,0.0,0.0
0.04299999999784632,-0.01,-0.01,0.0,0.0
0.04899999999906868,-0.044,-0.013,0.0,0.0
0.049999999995634425,-0.047,-0.013,0.0,0.0
0.05099999999947613,-0.047,-0.013,0.0,0.0
0.05199999999604188,-0.047,-0.013,0.0,0.0
0.052999999999883585,-0.047,-0.013,0.0,0.0
0.05399999999644933,-0.047,-0.013,0.0,0.0
0.0639999999984866,-0.005,-0.005,-0.0,0.0
0.06499999999505235,-0.005,-0.005,-0.0,0.0
0.06599999999889405,-0.005,-0.005,-0.0,0.0
0.06599999999889405,-0.005,-0.005,-0.0,0.0
0.07099999999627471,-0.005,-0.005,-0.0,0.0
0.07200000000011642,0.003,0.003,-0.0,0.0
0.07299999999668216,0.003,0.003,-0.0,0.0
0.07299999999668216,0.003,0.003,-0.0,0.0
0.07400000000052387,0.003,0.003,-0.0,0.0
0.07499999999708962,0.003,0.003,-0.0,0.0
0.08099999999831198,0.022,0.022,-0.0,0.0
0.08099999999831198,0.022,0.022,-0.0,0.0
0.08200000000215368,0.022,0.022,-0.0,0.0
0.08299999999871943,0.022,0.022,-0.0,0.0
0.08399999999528518,0.022,0.022,-0.0,0.0
0.08399999999528518,0.022,0.022,-0.0,0.0
0.08499999999912689,0.022,0.022,-0.0,0.0
0.08599999999569263,0.022,0.022,-0.0,0.0
0.08699999999953434,0.022,0.022,-0.0,0.0
0.0959999999977299,0.022,0.022,-0.0,0.0
0.0970000000015716,0.013,0.013,0.0,0.0
0.09799999999813735,0.013,0.013,0.0,0.0
0.09799999999813735,0.013,0.013,0.0,0.0
0.09900000000197906,0.013,0.013,0.0,0.0
0.10399999999935972,-0.024,-0.024,0.0,0.0
0.10399999999935972,-0.024,-0.024,0.0,0.0
0.10499999999592546,-0.024,-0.024,0.0,0.0
0.10599999999976717,-0.024,-0.024,0.0,0.0
0.10599999999976717,-0.024,-0.024,0.0,0.0
0.11200000000098953,-0.024,-0.024,0.0,0.0
0.11299999999755528,-0.002,-0.002,0.0,0.0
0.11400000000139698,-0.002,-0.002,0.0,0.0
0.11400000000139698,-0.002,-0.002,0.0,0.0
0.11499999999796273,-0.002,-0.002,0.0,0.0
0.11999999999534339,-0.036,-0.015,-0.0,0.0
0.12099999999918509,-0.036,-0.015,-0.0,0.0
0.12199999999575084,-0.036,-0.015,-0.0,0.0
0.1290000000008149,-0.018,-0.018,-0.0,0.0
0.1290000000008149,-0.018,-0.018,-0.0,0.0
0.12999999999738066,-0.018,-0.018,-0.0,0.0
0.13100000000122236,-0.018,-0.018,-0.0,0.0
0.1319999999977881,-0.018,-0.018,-0.0,0.0
0.1319999999977881,-0.018,-0.018,-0.0,0.0
0.13300000000162981,-0.018,-0.018,-0.0,0.0
0.13399999999819556,-0.018,-0.018,-0.0,0.0
0.13399999999819556,-0.018,-0.018,-0.0,0.0
0.14400000000023283,-0.018,-0.018,-0.0,0.0
0.14499999999679858,-0.044,-0.027,-0.001,-0.0
0.14600000000064028,-0.044,-0.027,-0.001,-0.0
0.15099999999802094,-0.012,-0.008,-0.001,-0.0
0.15200000000186265,-0.008,-0.008,-0.001,-0.0
0.1529999999984284,-0.008,-0.008,-0.001,-0.0
0.15399999999499414,-0.008,-0.008,-0.001,-0.0
0.15399999999499414,-0.008,-0.008,-0.001,-0.0
0.15499999999883585,-0.008,-0.008,-0.001,-0.0
0.1610000000000582,-0.023,-0.023,-0.001,-0.0
0.16199999999662396,-0.023,-0.023,-0.001,-0.0
0.16199999999662396,-0.023,-0.023,-0.001,-0.0
0.16300000000046566,-0.023,-0.023,-0.001,-0.0
0.1639999999970314,-0.023,-0.023,-0.001,-0.0
0.16500000000087311,-0.023,-0.023,-0.001,-0.0
0.16500000000087311,-0.023,-0.023,-0.001,-0.0
0.16599999999743886,-0.023,-0.023,-0.001,-0.0
0.16700000000128057,-0.023,-0.023,-0.001,-0.0
0.17599999999947613,-0.044,-0.044,-0.002,-0.0
0.17699999999604188,-0.044,-0.044,-0.002,-0.0
0.17799999999988358,-0.044,-0.044,-0.002,-0.0
0.17799999999988358,-0.044,-0.044,-0.002,-0.0
0.17899999999644933,-0.044,-0.044,-0.002,-0.0
0.18400000000110595,0.047,0.047,-0.002,-0.0
0.1849999999976717,0.047,0.047,-0.002,-0.0
0.1849999999976717,0.047,0.047,-0.002,-0.0
0.1860000000015134,0.047,0.047,-0.002,-0.0
0.18699999999807915,0.047,0.047,-0.002,-0.0
0.1929999999993015,-0.003,-0.003,-0.001,-0.0
0.1929999999993015,-0.003,-0.003,-0.001,-0.0
0.19399999999586726,-0.003,-0.003,-0.001,-0.0
0.19499999999970896,-0.003,-0.003,-0.001,-0.0
0.19999999999708962,0.031,0.032,-0.001,-0.0
0.19999999999708962,0.032,0.032,-0.001,-0.0
0.20100000000093132,0.032,0.032,-0.001,-0.0
0.20199999999749707,0.032,0.032,-0.001,-0.0
0.20199999999749707,0.032,0.032,-0.001,-0.0
0.20300000000133878,0.032,0.032,-0.001,-0.0
0.20899999999528518,0.02,0.02,-0.001,-0.0
0.20899999999528518,0.02,0.02,-0.001,-0.0
0.20999999999912689,0.02,0.02,-0.001,-0.0
0.21099999999569263,0.02,0.02,-0.001,-0.0
0.21600000000034925,0.021,0.021,-0.001,-0.0
0.21600000000034925,0.021,0.021,-0.001,-0.0
0.216999999996915,0.021,0.021,-0.001,-0.0
0.2180000000007567,0.021,0.021,-0.001,-0.0
0.2180000000007567,0.021,0.021,-0.001,-0.0
0.22400000000197906,0.021,0.021,-0.001,-0.0
0.2249999999985448,-0.022,-0.022,-0.001,-0.0
0.22599999999511056,-0.022,-0.022,-0.001,-0.0
0.22699999999895226,-0.022,-0.022,-0.001,-0.0
0.22699999999895226,-0.022,-0.022,-0.001,-0.0
0.227999999995518,-0.022,-0.022,-0.001,-0.0
0.22899999999935972,-0.022,-0.022,-0.001,-0.0
0.22899999999935972,-0.022,-0.022,-0.001,-0.0
0.22999999999592546,-0.022,-0.022,-0.001,-0.0
0.23099999999976717,-0.022,-0.022,-0.001,-0.0
0.24100000000180444,0.014,0.014,-0.001,-0.0
0.24100000000180444,0.014,0.014,-0.001,-0.0
0.24199999999837019,0.014,0.014,-0.001,-0.0
0.2430000000022119,0.014,0.014,-0.001,-0.0
0.2430000000022119,0.014,0.014,-0.001,-0.0
0.24399999999877764,0.014,0.014,-0.001,-0.0
0.2449999999953434,0.014,0.014,-0.001,-0.0
0.2449999999953434,0.014,0.014,-0.001,-0.0
0.2459999999991851,0.014,0.014,-0.001,-0.0
0.24699999999575084,0.014,0.014,-0.001,-0.0
0.2569999999977881,0.035,0.017,-0.001,-0.0
0.26000000000203727,-0.01,-0.011,-0.001,-0.0
0.260999999998603,-0.011,-0.011,-0.001,-0.0
0.26199999999516876,-0.011,-0.011,-0.001,-0.0
0.26199999999516876,-0.011,-0.011,-0.001,-0.0
0.26299999999901047,-0.011,-0.011,-0.001,-0.0
0.2679999999963911,0.012,0.012,-0.001,-0.0
0.26900000000023283,0.012,0.012,-0.001,-0.0
0.26900000000023283,0.012,0.012,-0.001,-0.0
0.2699999999967986,0.012,0.012,-0.001,-0.0
0.2710000000006403,0.012,0.012,-0.001,-0.0
0.27599999999802094,0.001,0.001,-0.001,-0.0
0.27700000000186265,0.001,0.001,-0.001,-0.0
0.2779999999984284,0.001,0.001,-0.001,-0.0
0.2779999999984284,0.001,0.001,-0.001,-0.0
0.27899999999499414,0.001,0.001,-0.001,-0.0
0.28399999999965075,-0.02,-0.02,-0.001,-0.0
0.2849999999962165,-0.02,-0.02,-0.001,-0.0
0.2849999999962165,-0.02,-0.02,-0.001,-0.0
0.2860000000000582,-0.02,-0.02,-0.001,-0.0
0.28699999999662396,-0.02,-0.02,-0.001,-0.0
0.2929999999978463,-0.035,-0.031,-0.001,-0.0
0.294000000001688,-0.035,-0.031,-0.001,-0.0
0.2989999999990687,-0.035,-0.031,-0.001,-0.0
0.2999999999956344,0.049,0.022,-0.001,-0.0
0.30099999999947613,0.049,0.022,-0.001,-0.0
0.3029999999998836,0.049,0.022,-0.001,-0.0
0.30900000000110595,-0.036,-0.036,-0.001,-0.0
0.30900000000110595,-0.036,-0.036,-0.001,-0.0
0.3099999999976717,-0.036,-0.036,-0.001,-0.0
0.3110000000015134,-0.036,-0.036,-0.001,-0.0
0.31199999999807915,-0.036,-0.036,-0.001,-0.0
0.31199999999807915,-0.036,-0.036,-0.001,-0.0
0.31300000000192085,-0.036,-0.036,-0.001,-0.0
0.3139999999984866,-0.036,-0.036,-0.001,-0.0
0.3139999999984866,-0.036,-0.036,-0.001,-0.0
0.32400000000052387,-0.036,-0.036,-0.001,-0.0
0.3249999999970896,-0.033,-0.018,-0.001,-0.0
0.3260000000009313,-0.033,-0.018,-0.001,-0.0
0.330999999998312,-0.03,-0.03,-0.002,-0.0
0.3320000000021537,-0.03,-0.03,-0.002,-0.0
0.33299999999871943,-0.03,-0.03,-0.002,-0.0
0.3339999999952852,-0.03,-0.03,-0.002,-0.0
0.3339999999952852,-0.03,-0.03,-0.002,-0.0
0.3349999999991269,-0.03,-0.03,-0.002,-0.0
0.34100000000034925,0.05,0.016,-0.002,-0.0
0.3430000000007567,0.05,0.016,-0.002,-0.0
0.34399999999732245,0.05,0.016,-0.002,-0.0
0.34500000000116415,0.05,0.016,-0.002,-0.0
0.3459999999977299,0.05,0.016,-0.002,-0.0
0.3470000000015716,0.05,0.016,-0.002,-0.0
0.3569999999963329,-0.005,-0.005,-0.001,-0.0
0.3569999999963329,-0.005,-0.005,-0.001,-0.0
0.3609999999971478,-0.042,-0.043,-0.001,-0.0
0.3609999999971478,-0.043,-0.043,-0.001,-0.0
0.36200000000098953,-0.043,-0.043,-0.001,-0.0
0.3629999999975553,-0.043,-0.043,-0.001,-0.0
0.364000000001397,-0.043,-0.043,-0.001,-0.0
0.364000000001397,-0.043,-0.043,-0.001,-0.0
0.36499999999796273,-0.043,-0.043,-0.001,-0.0
0.36600000000180444,-0.043,-0.043,-0.001,-0.0
0.36600000000180444,-0.043,-0.043,-0.001,-0.0
0.37599999999656575,-0.043,-0.043,-0.001,-0.0
0.37700000000040745,-0.037,-0.037,-0.002,-0.0
0.3779999999969732,-0.037,-0.037,-0.002,-0.0
0.3779999999969732,-0.037,-0.037,-0.002,-0.0
0.3790000000008149,-0.037,-0.037,-0.002,-0.0
0.38399999999819556,0.022,0.022,-0.002,-0.0
0.38399999999819556,0.022,0.022,-0.002,-0.0
0.38500000000203727,0.022,0.022,-0.002,-0.0
0.385999999998603,0.022,0.022,-0.002,-0.0
0.385999999998603,0.022,0.022,-0.002,-0.0
0.3919999999998254,0.022,0.022,-0.002,-0.0
0.3929999999963911,-0.002,-0.002,-0.002,-0.0
0.39400000000023283,-0.002,-0.002,-0.002,-0.0
0.39400000000023283,-0.002,-0.002,-0.002,-0.0
0.3989999999976135,-0.002,-0.002,-0.002,-0.0
0.4000000000014552,-0.035,-0.035,-0.002,-0.0
0.4000000000014552,-0.035,-0.035,-0.002,-0.0
0.40099999999802094,-0.035,-0.035,-0.002,-0.0
0.40200000000186265,-0.035,-0.035,-0.002,-0.0
0.4029999999984284,-0.035,-0.035,-0.002,-0.0
0.40899999999965075,-0.001,0.003,-0.002,-0.0
0.40899999999965075,0.003,0.003,-0.002,-0.0
0.4099999999962165,0.003,0.003,-0.002,-0.0
0.4110000000000582,0.003,0.003,-0.002,-0.0
0.41199999999662396,0.003,0.003,-0.002,-0.0
0.41199999999662396,0.003,0.003,-0.002,-0.0
0.41300000000046566,0.003,0.003,-0.002,-0.0
0.4139999999970314,0.003,0.003,-0.002,-0.0
0.4139999999970314,0.003,0.003,-0.002,-0.0
0.4150000000008731,0.003,0.003,-0.002,-0.0
0.4249999999956344,-0.005,-0.005,-0.002,-0.0
0.4249999999956344,-0.005,-0.005,-0.002,-0.0
0.42599999999947613,-0.005,-0.005,-0.002,-0.0
0.4269999999960419,-0.005,-0.005,-0.002,-0.0
0.4320000000006985,0.002,0.002,-0.002,-0.0
0.4320000000006985,0.002,0.002,-0.002,-0.0
0.43299999999726424,0.002,0.002,-0.002,-0.0
0.43400000000110595,0.002,0.002,-0.002,-0.0
0.43400000000110595,0.002,0.002,-0.002,-0.0
0.4349999999976717,0.002,0.002,-0.002,-0.0
0.44099999999889405,0.007,0.007,-0.002,-0.0
0.4419999999954598,0.007,0.007,-0.002,-0.0
0.4419999999954598,0.007,0.007,-0.002,-0.0
0.4429999999993015,0.007,0.007,-0.002,-0.0
0.44399999999586726,0.007,0.007,-0.002,-0.0
0.44499999999970896,0.007,0.007,-0.002,-0.0
0.44499999999970896,0.007,0.007,-0.002,-0.0
0.4459999999962747,0.007,0.007,-0.002,-0.0
0.4470000000001164,0.007,0.007,-0.002,-0.0
0.455999999998312,0.034,0.034,-0.002,-0.0
0.4570000000021537,0.034,0.034,-0.002,-0.0
0.45799999999871943,0.034,0.034,-0.002,-0.0
0.46099999999569263,0.026,0.026,-0.002,-0.0
0.46199999999953434,0.026,0.026,-0.002,-0.0
0.4629999999961001,0.026,0.026,-0.002,-0.0
0.4629999999961001,0.026,0.026,-0.002,-0.0
0.4639999999999418,0.026,0.026,-0.002,-0.0
0.46499999999650754,0.026,0.026,-0.002,-0.0
0.46499999999650754,0.026,0.026,-0.002,-0.0
0.46600000000034925,0.026,0.026,-0.002,-0.0
0.466999999996915,0.026,0.026,-0.002,-0.0
0.47599999999511056,0.012,0.012,-0.001,-0.0
0.47699999999895226,0.012,0.012,-0.001,-0.0
0.47699999999895226,0.012,0.012,-0.001,-0.0
0.477999999995518,0.012,0.012,-0.001,-0.0
0.4789999999993597,0.012,0.012,-0.001,-0.0
0.48399999999674037,0.004,0.004,-0.001,-0.0
0.4850000000005821,0.004,0.004,-0.001,-0.0
0.4859999999971478,0.004,0.004,-0.001,-0.0
0.4859999999971478,0.004,0.004,-0.001,-0.0
0.48700000000098953,0.004,0.004,-0.001,-0.0
0.4919999999983702,-0.001,-0.001,-0.001,-0.0
0.4930000000022119,-0.001,-0.001,-0.001,-0.0
