arx,ary,arz,acx,acy,acz,vx,vy,vz,sx,sy,sz,t
0.40462,0.0023942,9.74201,0.0117225,0.0154808,-0.0045805,0,0,0,0,0,0,2918195
0.397437,0.0167594,9.74919,0.00453991,0.029846,0.00260258,1.28554e-05,3.58308e-05,-1.56355e-06,1.01622e-08,2.83242e-08,-1.23598e-09,2919776
0.390255,0.011971,9.72525,-0.00264269,0.0250576,-0.0213394,1.42992e-05,7.76124e-05,-1.58223e-05,3.08269e-08,1.14654e-07,-1.44666e-08,2921298
0.411803,0.011971,9.74679,0.0189051,0.0250576,0.000207901,2.75287e-05,0.000118381,-3.30128e-05,6.48539e-08,2.74095e-07,-5.41939e-08,2922925
0.390255,-0.0143652,9.73004,-0.00264269,-0.00127865,-0.016551,4.00345e-05,0.000136667,-4.55806e-05,1.1681e-07,4.70227e-07,-1.14632e-07,2924463
0.395043,0.0167594,9.70609,0.00214571,0.029846,-0.040493,3.96267e-05,0.000160107,-9.23852e-05,1.82172e-07,7.1373e-07,-2.27833e-07,2926104
0.383072,-0.0047884,9.72764,-0.00982532,0.00829815,-0.0189457,3.3556e-05,0.000190259,-0.000139372,2.40023e-07,9.90694e-07,-4.11037e-07,2927685
0.399832,-0.0191536,9.7851,0.00693411,-0.00606706,0.0385151,3.13225e-05,0.000191983,-0.000124254,2.90142e-07,1.28598e-06,-6.14688e-07,2929230
0.395043,-0.0335188,9.78271,0.00214571,-0.0204323,0.0361214,3.85183e-05,0.000170982,-6.51048e-05,3.4549e-07,1.57363e-06,-7.64755e-07,2930815
0.407014,-0.00957681,9.76355,0.0141167,0.00350975,0.0169678,5.05199e-05,0.000158493,-2.5925e-05,4.11201e-07,1.81678e-06,-8.31935e-07,2932291
0.407014,-0.0023942,9.76595,0.0141167,0.0106924,0.0193615,7.08339e-05,0.000168712,2.139e-07,4.98515e-07,2.0522e-06,-8.50434e-07,2933730
0.397437,-0.0191536,9.7851,0.00453991,-0.00606706,0.0385151,8.52648e-05,0.00017229,4.49814e-05,6.19257e-07,2.31597e-06,-8.15475e-07,2935277
0.407014,-0.0430956,9.79707,0.0141167,-0.0300091,0.0504866,9.8968e-05,0.000145792,0.000110353,7.54576e-07,2.5496e-06,-7.01382e-07,2936746
0.390255,-0.0191536,9.74201,-0.00264269,-0.00606706,-0.0045805,0.000106897,0.000120863,0.000142074,8.96828e-07,2.73386e-06,-5.26955e-07,2938128
0.426168,0.00718261,9.76834,0.0332703,0.0202692,0.0217562,0.00013022,0.000131678,0.000155154,1.07739e-06,2.92617e-06,-3.00616e-07,2939651
0.397437,0.0167594,9.72285,0.00453991,0.029846,-0.0237341,0.00015767,0.000168061,0.000153718,1.2864e-06,3.14378e-06,-7.63754e-08,2941103
0.395043,-0.0526724,9.76834,0.00214571,-0.0395859,0.0217562,0.000163165,0.000160055,0.000152092,1.55013e-06,3.41349e-06,1.75e-07,2942747
0.390255,-0.0526724,9.76355,-0.00264269,-0.0395859,0.0169678,0.00016279,0.00010032,0.000181309,1.79606e-06,3.60994e-06,4.26551e-07,2944256
0.378284,-0.0526724,9.74201,-0.0146137,-0.0395859,-0.0045805,0.000150668,4.4702e-05,0.000190011,2.01626e-06,3.71182e-06,6.87403e-07,2945661
0.363919,0,9.79468,-0.0289789,0.0130866,0.0480919,0.000109691,1.97927e-05,0.000230912,2.261e-06,3.77245e-06,1.08307e-06,2947541
0.361524,-0.0263362,9.75637,-0.0313731,-0.0132497,0.0097847,6.45775e-05,1.96708e-05,0.000274174,2.39127e-06,3.80195e-06,1.46062e-06,2949036
0.40462,-0.0383072,9.71806,0.0117225,-0.0252207,-0.0285225,4.81201e-05,-1.25482e-05,0.000258482,2.48565e-06,3.80791e-06,1.90672e-06,2950711
0.385466,0.0023942,9.71088,-0.00743112,0.0154808,-0.0357046,5.13859e-05,-1.99602e-05,0.000209605,2.56138e-06,3.78317e-06,2.26293e-06,2952233
0.366313,0.0215478,9.7875,-0.0265847,0.0346344,0.0409098,2.61461e-05,1.72252e-05,0.000213467,2.6189e-06,3.78114e-06,2.57685e-06,2953717
0.37589,0.023942,9.71806,-0.0170079,0.0370286,-0.0285225,-7.61637e-06,7.27282e-05,0.000223061,2.63326e-06,3.85081e-06,2.91494e-06,2955266
0.378284,0.0191536,9.76595,-0.0146137,0.0322402,0.0193615,-3.02575e-05,0.000122325,0.000216502,2.60614e-06,3.99047e-06,3.22967e-06,2956698
0.42138,-0.00957681,9.71567,0.0284819,0.00350975,-0.0309162,-1.95789e-05,0.000149852,0.000207604,2.56776e-06,4.20004e-06,3.55623e-06,2958238
0.414197,0.023942,9.75398,0.0212993,0.0370286,0.00739098,2.3208e-05,0.000184695,0.000187385,2.57088e-06,4.48759e-06,3.89573e-06,2959957
0.416591,-0.00718261,9.80426,0.0236935,0.00590395,0.0576687,5.74701e-05,0.000217388,0.000236927,2.63232e-06,4.79377e-06,4.21884e-06,2961480
0.399832,-0.0383072,9.72285,0.00693411,-0.0252207,-0.0237341,8.24928e-05,0.000201606,0.000264652,2.74667e-06,5.13609e-06,4.62863e-06,2963114
0.37589,-0.011971,9.73961,-0.0170079,0.00111555,-0.00697422,7.5008e-05,0.000183696,0.000241836,2.86369e-06,5.42237e-06,5.00495e-06,2964600
0.387861,0.00957681,9.72046,-0.00503692,0.0226634,-0.0261278,5.83751e-05,0.000201637,0.00021686,2.96433e-06,5.7131e-06,5.35104e-06,2966109
0.383072,-0.023942,9.76116,-0.00982532,-0.0108555,0.0145731,4.73251e-05,0.000210416,0.000208269,3.04292e-06,6.01947e-06,5.66712e-06,2967596
0.37589,-0.0526724,9.78031,-0.0170079,-0.0395859,0.0337267,2.75624e-05,0.000173266,0.000243842,3.09807e-06,6.30205e-06,6.0001e-06,2969069
0.402226,-0.0215478,9.76834,0.00932831,-0.00846126,0.0217562,2.15147e-05,0.000135429,0.000287535,3.13672e-06,6.54515e-06,6.41856e-06,2970644
0.390255,-0.0143652,9.75877,-0.00264269,-0.00127865,0.0121794,2.63952e-05,0.000128319,0.000312308,3.17169e-06,6.73768e-06,6.85645e-06,2972104
0.395043,-0.0383072,9.70849,0.00214571,-0.0252207,-0.0380993,2.60411e-05,0.000109438,0.00029384,3.20906e-06,6.90709e-06,7.28833e-06,2973529
0.37589,-0.0287304,9.71088,-0.0170079,-0.0156439,-0.0357046,1.45526e-05,7.785e-05,0.000236789,3.24043e-06,7.05186e-06,7.6985e-06,2975075
0.37589,-0.047884,9.77074,-0.0170079,-0.0347975,0.0241499,-1.05681e-05,4.05991e-05,0.000228256,3.24338e-06,7.13933e-06,8.04194e-06,2976552
0.383072,-0.0335188,9.72764,-0.00982532,-0.0204323,-0.0189457,-3.13907e-05,-2.25922e-06,0.000232295,3.21082e-06,7.16909e-06,8.39933e-06,2978104
0.378284,-0.0263362,9.76116,-0.0146137,-0.0132497,0.0145731,-5.03798e-05,-2.84301e-05,0.000228897,3.14728e-06,7.14524e-06,8.75767e-06,2979658
0.402226,-0.0263362,9.71806,0.00932831,-0.0132497,-0.0285225,-5.43122e-05,-4.81456e-05,0.000218519,3.06939e-06,7.08827e-06,9.09055e-06,2981146
0.423774,-0.0407014,9.81144,0.0308761,-0.0276149,0.0648518,-2.19878e-05,-8.10007e-05,0.000247728,3.00805e-06,6.98443e-06,9.46541e-06,2982754
0.363919,-0.0023942,9.69891,-0.0289789,0.0106924,-0.0476761,-2.06009e-05,-9.3371e-05,0.000260283,2.97691e-06,6.85697e-06,9.83677e-06,2984216
0.390255,-0.0023942,9.65103,-0.00264269,0.0106924,-0.0955601,-4.38902e-05,-7.76212e-05,0.00015479,2.92942e-06,6.73103e-06,1.01425e-05,2985689
0.435745,-0.0335188,9.67976,0.0428471,-0.0204323,-0.0668297,6.78745e-06,-8.98983e-05,-4.99027e-05,2.88265e-06,6.51987e-06,1.02747e-05,2988210
0.402226,-0.0167594,9.74201,0.00932831,-0.00367285,-0.0045805,4.58668e-05,-0.000107953,-0.000103389,2.92209e-06,6.37168e-06,1.01599e-05,2989708
0.356736,-0.0263362,9.75877,-0.0361615,-0.0132497,0.0121794,2.54065e-05,-0.000120856,-9.75947e-05,2.97643e-06,6.19722e-06,1.00066e-05,2991233
0.383072,-0.0191536,9.76834,-0.00982532,-0.00606706,0.0217562,-8.00295e-06,-0.00013489,-7.29406e-05,2.98908e-06,6.01142e-06,9.88272e-06,2992686
0.390255,-0.0263362,9.74919,-0.00264269,-0.0132497,0.00260258,-1.75534e-05,-0.000149687,-5.42818e-05,2.9695e-06,5.79343e-06,9.78527e-06,2994218
0.430956,-0.00718261,9.75637,0.0380587,0.00590395,0.0097847,9.18566e-06,-0.000155233,-4.49294e-05,2.96318e-06,5.56322e-06,9.71036e-06,2995728
0.409408,-0.0622492,9.73482,0.0165109,-0.0491627,-0.0117626,5.0795e-05,-0.000188217,-4.64375e-05,3.00892e-06,5.30134e-06,9.6407e-06,2997253
0.387861,-0.059855,9.77074,-0.00503692,-0.0467685,0.0241499,6.01979e-05,-0.000266833,-3.62862e-05,3.09988e-06,4.92842e-06,9.5729e-06,2998892
0.380678,-0.0383072,9.7444,-0.0122195,-0.0252207,-0.00218582,4.74282e-05,-0.000320105,-2.00328e-05,3.17952e-06,4.49409e-06,9.53123e-06,3000372
0.354342,-0.00957681,9.73004,-0.0385557,0.00350975,-0.016551,1.15047e-05,-0.000335466,-3.32891e-05,3.22121e-06,4.03027e-06,9.4935e-06,3001787
0.397437,-0.00718261,9.80186,0.00453991,0.00590395,0.055275,-1.53848e-05,-0.000328024,-2.67779e-06,3.21815e-06,3.50578e-06,9.46507e-06,3003368
0.37589,0.00957681,9.77313,-0.0170079,0.0226634,0.0265446,-2.45364e-05,-0.000307056,5.73778e-05,3.18884e-06,3.03963e-06,9.50522e-06,3004836
0.371101,0,9.77553,-0.0217963,0.0130866,0.0289383,-5.63946e-05,-0.000277705,0.000102929,3.1224e-06,2.55955e-06,9.63683e-06,3006478
0.342371,-0.023942,9.76116,-0.0505267,-0.0108555,0.0145731,-0.000110311,-0.000276042,0.000135367,2.99812e-06,2.14673e-06,9.81448e-06,3007969
0.411803,-0.0047884,9.77313,0.0189051,0.00829815,0.0265446,-0.000141158,-0.000278536,0.000175477,2.75281e-06,1.60574e-06,1.01177e-05,3009920
0.414197,0.0023942,9.73482,0.0212993,0.0154808,-0.0117626,-0.000106502,-0.000258039,0.000188219,2.53933e-06,1.14321e-06,1.04312e-05,3011644
0.409408,0.0023942,9.73961,0.0165109,0.0154808,-0.00697422,-7.76719e-05,-0.000234431,0.000173932,2.3989e-06,7.67702e-07,1.07074e-05,3013169
0.414197,-0.0215478,9.75637,0.0212993,-0.00846126,0.0097847,-4.77451e-05,-0.000228875,0.000176157,2.29963e-06,4.00996e-07,1.09845e-05,3014752
0.383072,-0.0407014,9.72285,-0.00982532,-0.0276149,-0.0237341,-3.89446e-05,-0.000256545,0.000165458,2.23314e-06,2.86785e-08,1.12465e-05,3016286
0.42138,-0.0335188,9.67736,0.0284819,-0.0204323,-0.0692234,-2.53252e-05,-0.00029162,9.75988e-05,2.18622e-06,-3.71482e-07,1.14385e-05,3017746
0.363919,0,9.74919,-0.0289789,0.0130866,0.00260258,-2.57047e-05,-0.000297228,4.67338e-05,2.14726e-06,-8.21067e-07,1.15487e-05,3019273
0.387861,0.0143652,9.75158,-0.00503692,0.0274518,0.0049963,-4.94648e-05,-0.000268912,5.20416e-05,2.09475e-06,-1.21652e-06,1.16177e-05,3020670
0.399832,-0.035913,9.76116,0.00693411,-0.0228265,0.0145731,-4.81168e-05,-0.000265626,6.59456e-05,2.02542e-06,-1.5963e-06,1.17015e-05,3022091
0.402226,-0.0263362,9.78271,0.00932831,-0.0132497,0.0361214,-3.63591e-05,-0.000291709,0.000102598,1.96435e-06,-1.99926e-06,1.18234e-05,3023537
0.383072,-0.0407014,9.79947,-0.00982532,-0.0276149,0.0528803,-3.67038e-05,-0.000320048,0.00016432,1.91368e-06,-2.42351e-06,1.20085e-05,3024924
0.368707,-0.0143652,9.72525,-0.0241905,-0.00127865,-0.0213394,-6.48349e-05,-0.000343943,0.000190405,1.8297e-06,-2.97263e-06,1.23018e-05,3026578
0.378284,-0.047884,9.75877,-0.0146137,-0.0347975,0.0121794,-9.3841e-05,-0.00037091,0.000183558,1.71109e-06,-3.50699e-06,1.25814e-05,3028073
0.416591,-0.0383072,9.71806,0.0236935,-0.0252207,-0.0285225,-8.70857e-05,-0.000415564,0.000171398,1.57648e-06,-4.09212e-06,1.28455e-05,3029561
0.423774,-0.0526724,9.78031,0.0308761,-0.0395859,0.0337267,-4.37847e-05,-0.000466988,0.000175528,1.47264e-06,-4.79243e-06,1.31208e-05,3031148
0.411803,-0.0143652,9.78989,0.0189051,-0.00127865,0.0433035,-8.14129e-06,-0.000496247,0.000230681,1.43546e-06,-5.4821e-06,1.34116e-05,3032580
0.402226,-0.0311246,9.73722,0.00932831,-0.0180381,-0.0093689,1.34573e-05,-0.000511024,0.000256641,1.43953e-06,-6.25266e-06,1.37844e-05,3034110
0.395043,-0.0047884,9.72525,0.00214571,0.00829815,-0.0213394,2.25275e-05,-0.000518723,0.000232366,1.46797e-06,-7.06668e-06,1.4171e-05,3035691
0.373495,-0.035913,9.76116,-0.0194021,-0.0228265,0.0145731,9.99069e-06,-0.000529278,0.000227451,1.4916e-06,-7.82805e-06,1.4505e-05,3037144
0.354342,-0.0143652,9.72046,-0.0385557,-0.00127865,-0.0261278,-3.77666e-05,-0.000549141,0.00021793,1.46871e-06,-8.71667e-06,1.4872e-05,3038792
0.387861,-0.0311246,9.68933,-0.00503692,-0.0180381,-0.0572529,-6.94802e-05,-0.000563194,0.00015727,1.39069e-06,-9.52589e-06,1.5145e-05,3040247
0.392649,-0.0191536,9.71088,-0.000248492,-0.00606706,-0.0357046,-7.33042e-05,-0.000580634,9.00155e-05,1.28738e-06,-1.03535e-05,1.53239e-05,3041694
0.430956,-0.0191536,9.73243,0.0380587,-0.00606706,-0.0141573,-4.37555e-05,-0.000590116,5.10484e-05,1.1959e-06,-1.12684e-05,1.54341e-05,3043257
0.42138,-0.0215478,9.73482,0.0284819,-0.00846126,-0.0117626,4.7526e-06,-0.000600708,3.21528e-05,1.16747e-06,-1.21365e-05,1.54948e-05,3044715
0.392649,-0.047884,9.71806,-0.000248492,-0.0347975,-0.0285225,2.81722e-05,-0.000636591,-1.26371e-06,1.19478e-06,-1.31628e-05,1.55204e-05,3046374
0.363919,0.0143652,9.72764,-0.0289789,0.0274518,-0.0189457,1.58991e-06,-0.000643272,-4.4436e-05,1.22185e-06,-1.43269e-05,1.54788e-05,3048193
0.363919,0.011971,9.77553,-0.0289789,0.0250576,0.0289383,-4.17336e-05,-0.000604021,-3.69666e-05,1.19184e-06,-1.52592e-05,1.5418e-05,3049688
0.395043,-0.0430956,9.73722,0.00214571,-0.0300091,-0.0093689,-6.31867e-05,-0.00060798,-2.13208e-05,1.10796e-06,-1.62282e-05,1.53714e-05,3051287
0.356736,-0.0215478,9.72764,-0.0361615,-0.00846126,-0.0189457,-8.72529e-05,-0.000635197,-4.13534e-05,1.00152e-06,-1.71078e-05,1.5327e-05,3052702
0.361524,-0.0311246,9.70849,-0.0313731,-0.0180381,-0.0380993,-0.000141247,-0.000656384,-8.69609e-05,8.18834e-07,-1.81404e-05,1.52245e-05,3054301
0.366313,-0.0287304,9.69891,-0.0265847,-0.0156439,-0.0476761,-0.000185295,-0.000681982,-0.00015215,5.70663e-07,-1.91575e-05,1.50427e-05,3055821
0.361524,-0.0526724,9.75637,-0.0313731,-0.0395859,0.0097847,-0.000226851,-0.000721582,-0.000179318,2.75154e-07,-2.01639e-05,1.48051e-05,3057255
0.392649,-0.023942,9.71806,-0.000248492,-0.0108555,-0.0285225,-0.000252132,-0.000761909,-0.000194299,-1.07792e-07,-2.135e-05,1.45064e-05,3058854
0.40462,-0.0335188,9.77313,0.0117225,-0.0204323,0.0265446,-0.000243538,-0.000785344,-0.000195781,-4.79049e-07,-2.25088e-05,1.42142e-05,3060352
0.395043,-0.0287304,9.77313,0.00214571,-0.0156439,0.0265446,-0.000232929,-0.000812942,-0.000155167,-8.43546e-07,-2.37315e-05,1.39457e-05,3061882
0.416591,0.00718261,9.72285,0.0236935,0.0202692,-0.0237341,-0.00021395,-0.000809545,-0.000153103,-1.17178e-06,-2.49232e-05,1.37193e-05,3063351
0.378284,0.00718261,9.75877,-0.0146137,0.0202692,0.0121794,-0.000207294,-0.00077983,-0.000161573,-1.48055e-06,-2.60883e-05,1.34886e-05,3064817
0.414197,0.035913,9.7444,0.0212993,0.0489996,-0.00218582,-0.000201943,-0.000724381,-0.000153573,-1.80815e-06,-2.72924e-05,1.32364e-05,3066418
0.430956,0.0047884,9.71328,0.0380587,0.017875,-0.0333109,-0.000158077,-0.00067496,-0.000179805,-2.0742e-06,-2.83265e-05,1.299e-05,3067896
0.399832,-0.0023942,9.76595,0.00693411,0.0106924,0.0193615,-0.000125277,-0.000654135,-0.000189974,-2.28077e-06,-2.92954e-05,1.27204e-05,3069354
0.385466,-0.0167594,9.80426,-0.00743112,-0.00367285,0.0576687,-0.000125687,-0.000648344,-0.000126424,-2.48781e-06,-3.03699e-05,1.24594e-05,3071004
0.392649,-0.0287304,9.70131,-0.000248492,-0.0156439,-0.0452814,-0.000131555,-0.000663102,-0.00011696,-2.68434e-06,-3.13719e-05,1.22735e-05,3072532
0.383072,-0.00718261,9.76834,-0.00982532,0.00590395,0.0217562,-0.000139301,-0.000670592,-0.000135051,-2.89263e-06,-3.23975e-05,1.20797e-05,3074070
0.383072,0.0383072,9.79228,-0.00982532,0.0513938,0.0456982,-0.00015513,-0.000624438,-8.07167e-05,-3.1298e-06,-3.34407e-05,1.19059e-05,3075681
0.399832,0.00718261,9.69652,0.00693411,0.0202692,-0.0500698,-0.000157345,-0.000569544,-8.40654e-05,-3.36915e-06,-3.43552e-05,1.17796e-05,3077213
0.378284,-0.0191536,9.76834,-0.0146137,-0.00606706,0.0217562,-0.000163961,-0.000557309,-0.000108458,-3.64596e-06,-3.5326e-05,1.16138e-05,3078936
0.383072,-0.0287304,9.68215,-0.00982532,-0.0156439,-0.064435,-0.000181349,-0.000572757,-0.000138824,-3.89164e-06,-3.61301e-05,1.14378e-05,3080359
0.423774,-0.011971,9.68215,0.0308761,0.00111555,-0.064435,-0.000164866,-0.000584132,-0.000239729,-4.16273e-06,-3.70359e-05,1.11414e-05,3081925
0.402226,-0.011971,9.71806,0.00932831,0.00111555,-0.0285225,-0.000135155,-0.000582484,-0.000308424,-4.38445e-06,-3.7898e-05,1.07363e-05,3083403
0.380678,-0.011971,9.75398,-0.0122195,0.00111555,0.00739098,-0.000137271,-0.00058085,-0.000323893,-4.58386e-06,-3.87496e-05,1.02735e-05,3084867
0.387861,-0.0287304,9.75877,-0.00503692,-0.0156439,0.0121794,-0.000151706,-0.000593003,-0.000307522,-4.82559e-06,-3.97315e-05,9.74531e-06,3086540
0.428562,0.0047884,9.75637,0.0356645,0.017875,0.0097847,-0.000128353,-0.000591302,-0.000290774,-5.03914e-06,-4.06346e-05,9.28911e-06,3088065
0.414197,0.0287304,9.81862,0.0212993,0.041817,0.0720339,-8.53167e-05,-0.000546205,-0.000228961,-5.20056e-06,-4.14939e-05,8.89645e-06,3089576
0.373495,0.0023942,9.75877,-0.0194021,0.0154808,0.0121794,-8.37724e-05,-0.000499564,-0.000160411,-5.3382e-06,-4.23452e-05,8.5795e-06,3091204
0.332794,0.011971,9.74679,-0.0601035,0.0250576,0.000207901,-0.000142209,-0.000469769,-0.000151306,-5.5043e-06,-4.30577e-05,8.35039e-06,3092674
0.387861,0.00957681,9.76595,-0.00503692,0.0226634,0.0193615,-0.000189371,-0.000435219,-0.000137138,-5.74436e-06,-4.37129e-05,8.14156e-06,3094122
0.378284,-0.0143652,9.74201,-0.0146137,-0.00127865,-0.0045805,-0.000203647,-0.000419683,-0.0001264,-6.02989e-06,-4.4334e-05,7.9501e-06,3095575
0.390255,-0.011971,9.73961,-0.00264269,0.00111555,-0.00697422,-0.000215355,-0.000419794,-0.00013424,-6.31418e-06,-4.49035e-05,7.77325e-06,3096932
0.409408,-0.0167594,9.80665,0.0165109,-0.00367285,0.0600634,-0.000202631,-0.00042214,-8.55302e-05,-6.69769e-06,-4.5676e-05,7.57161e-06,3098767
0.411803,0.00718261,9.78271,0.0189051,0.0202692,0.0361214,-0.000174051,-0.000408747,-7.90916e-06,-7.00167e-06,-4.63465e-05,7.49621e-06,3100381
0.399832,0.023942,9.81623,0.00693411,0.0370286,0.0696402,-0.000153457,-0.00036308,7.63828e-05,-7.26269e-06,-4.69617e-05,7.55078e-06,3101975
0.426168,0.0023942,9.76116,0.0332703,0.0154808,0.0145731,-0.000122821,-0.000323068,0.000140553,-7.47322e-06,-4.74845e-05,7.71609e-06,3103499
0.418985,-0.00718261,9.72046,0.0260877,0.00590395,-0.0261278,-8.07064e-05,-0.000307896,0.000132355,-7.61762e-06,-4.79322e-05,7.90972e-06,3104918
0.397437,-0.0167594,9.73004,0.00453991,-0.00367285,-0.016551,-5.6235e-05,-0.000306113,9.82548e-05,-7.72703e-06,-4.84228e-05,8.09397e-06,3106516
0.383072,-0.0263362,9.73243,-0.00982532,-0.0132497,-0.0141573,-6.00352e-05,-0.00031828,7.61755e-05,-7.81063e-06,-4.88717e-05,8.21939e-06,3107954
0.409408,0.0023942,9.71567,0.0165109,0.0154808,-0.0309162,-5.50411e-05,-0.000316614,4.25056e-05,-7.89659e-06,-4.9346e-05,8.30804e-06,3109448
0.380678,0.00957681,9.7444,-0.0122195,0.0226634,-0.00218582,-5.15436e-05,-0.000285526,1.55275e-05,-7.98346e-06,-4.98367e-05,8.35534e-06,3111078
0.363919,0,9.71567,-0.0289789,0.0130866,-0.0309162,-8.27102e-05,-0.000258481,-9.51422e-06,-8.08502e-06,-5.02483e-05,8.35989e-06,3112591
0.402226,0.0023942,9.71806,0.00932831,0.0154808,-0.0285225,-9.74088e-05,-0.000237113,-5.39744e-05,-8.21975e-06,-5.0619e-05,8.3124e-06,3114087
0.409408,0.023942,9.69412,0.0165109,0.0370286,-0.0524645,-7.79519e-05,-0.000197574,-0.000114958,-8.3518e-06,-5.09463e-05,8.1852e-06,3115593
0.371101,-0.0047884,9.76355,-0.0217963,0.00829815,0.0169678,-8.16253e-05,-0.000166071,-0.000139628,-8.46271e-06,-5.1199e-05,8.00826e-06,3116983
0.387861,-0.0670376,9.77553,-0.00503692,-0.0539511,0.0289383,-0.000101844,-0.000200471,-0.000105038,-8.60095e-06,-5.14752e-05,7.8239e-06,3118490
0.402226,-0.047884,9.75877,0.00932831,-0.0347975,0.0121794,-9.87372e-05,-0.000264725,-7.52684e-05,-8.74617e-06,-5.1812e-05,7.69336e-06,3119938
0.395043,0.0263362,9.75398,0.00214571,0.0394228,0.00739098,-9.01374e-05,-0.000261258,-6.06004e-05,-8.88773e-06,-5.22063e-05,7.59153e-06,3121437
0.385466,-0.0287304,9.76834,-0.00743112,-0.0156439,0.0217562,-9.42283e-05,-0.000242853,-3.80405e-05,-9.03043e-06,-5.25964e-05,7.51518e-06,3122985
0.380678,-0.011971,9.82341,-0.0122195,0.00111555,0.0768223,-0.000108662,-0.000253524,3.43654e-05,-9.17945e-06,-5.2961e-05,7.51248e-06,3124454
0.35913,-0.0023942,9.78989,-0.0337673,0.0106924,0.0433035,-0.000146509,-0.000243807,0.000133229,-9.38946e-06,-5.33703e-05,7.65041e-06,3126100
0.383072,-0.0311246,9.76355,-0.00982532,-0.0180381,0.0169678,-0.000180729,-0.000249573,0.000180542,-9.64634e-06,-5.37576e-05,7.89672e-06,3127670
0.399832,-0.0311246,9.74919,0.00693411,-0.0180381,0.00260258,-0.00018291,-0.000276792,0.000195308,-9.92071e-06,-5.41548e-05,8.1803e-06,3129179
0.407014,0.0143652,9.74679,0.0141167,0.0274518,0.000207901,-0.000166607,-0.000269501,0.000197484,-1.01914e-05,-5.45779e-05,8.48452e-06,3130728
0.385466,0.0047884,9.71806,-0.00743112,0.017875,-0.0285225,-0.000161867,-0.000237365,0.000177409,-1.04243e-05,-5.49373e-05,8.75032e-06,3132146
0.397437,0.0215478,9.77074,0.00453991,0.0346344,0.0241499,-0.000163921,-0.000200057,0.000174303,-1.06558e-05,-5.5248e-05,9.00021e-06,3133567
0.411803,-0.0215478,9.76355,0.0189051,-0.00846126,0.0169678,-0.000145423,-0.000179406,0.000206744,-1.08998e-05,-5.55474e-05,9.30085e-06,3135145
0.40462,-0.0215478,9.72285,0.0117225,-0.00846126,-0.0237341,-0.000123156,-0.000191709,0.000201825,-1.10951e-05,-5.58172e-05,9.59788e-06,3136599
0.397437,0.0023942,9.83059,0.00453991,0.0154808,0.0840054,-0.000110976,-0.000186451,0.000246968,-1.12705e-05,-5.61005e-05,9.93403e-06,3138097
0.392649,-0.0047884,9.75398,-0.000248492,0.00829815,0.00739098,-0.000107832,-0.000169033,0.000313916,-1.14307e-05,-5.63609e-05,1.03449e-05,3139562
0.380678,-0.0287304,9.7444,-0.0122195,-0.0156439,-0.00218582,-0.000116504,-0.000174142,0.000317536,-1.15868e-05,-5.65996e-05,1.07841e-05,3140953
0.392649,-0.0335188,9.77074,-0.000248492,-0.0204323,0.0241499,-0.00012616,-0.000202083,0.000334548,-1.17747e-05,-5.68909e-05,1.12891e-05,3142502
0.373495,-0.0191536,9.77313,-0.0194021,-0.00606706,0.0265446,-0.000140574,-0.00022152,0.000371732,-1.19704e-05,-5.72017e-05,1.18071e-05,3143969
0.387861,0.0023942,9.77313,-0.00503692,0.0154808,0.0265446,-0.000158891,-0.000214465,0.000411522,-1.21948e-05,-5.75284e-05,1.23942e-05,3145468
0.371101,0.00957681,9.75877,-0.0217963,0.0226634,0.0121794,-0.000184597,-0.000177923,0.00044862,-1.25239e-05,-5.79043e-05,1.32182e-05,3147384
0.387861,-0.0047884,9.75637,-0.00503692,0.00829815,0.0097847,-0.000205031,-0.000154346,0.000465346,-1.28206e-05,-5.81574e-05,1.39142e-05,3148907
0.409408,-0.0383072,9.78271,0.0165109,-0.0252207,0.0361214,-0.000196052,-0.000167587,0.000501267,-1.31344e-05,-5.84093e-05,1.46706e-05,3150472
0.385466,-0.0167594,9.72525,-0.00743112,-0.00367285,-0.0213394,-0.000189143,-0.000189575,0.000512516,-1.34275e-05,-5.86811e-05,1.54421e-05,3151994
0.363919,-0.0383072,9.71806,-0.0289789,-0.0252207,-0.0285225,-0.000216104,-0.000210971,0.000475593,-1.37276e-05,-5.89777e-05,1.61738e-05,3153475
0.383072,-0.00718261,9.70849,-0.00982532,0.00590395,-0.0380993,-0.000247342,-0.000226521,0.000421963,-1.41007e-05,-5.93299e-05,1.68963e-05,3155085
0.399832,-0.00957681,9.73243,0.00693411,0.00350975,-0.0141573,-0.000249483,-0.00021955,0.000383267,-1.44686e-05,-5.96602e-05,1.74926e-05,3156566
0.395043,-0.0047884,9.71806,0.00214571,0.00829815,-0.0285225,-0.000242623,-0.000210629,0.000351022,-1.48404e-05,-5.99852e-05,1.80473e-05,3158077
0.409408,0.0047884,9.74201,0.0165109,0.017875,-0.0045805,-0.000228714,-0.000191117,0.000326344,-1.51918e-05,-6.02847e-05,1.85523e-05,3159568
